StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent form ,khonest,Ksin,Keth,Klike,Kapp,Kconf,Shon,Ssin,Sethic,Slike,Sapp,minsmart,minbetter,mincreative,minrather,minshould,minregard,mintyp,minkeep,minget,Hhon,Hsin,Seth,Hlike,Happ,Hcon,Fhin,Fsin,Feth,Flike,Fapp,modsmart,modbett,modcreat,modrath,modshou,modreg,modtyp,modkeep,modget,XHHON,XSIN,XETH,XLIKE,XAPP,XCON,yhon,Ysin,Yeth,Ylike,Yapp,Majsmart,majbet,majcreat,majrath,majshould,majreg,majtyp,majkeep,majget,attention1,gender identity,Q78,education,old,country,lang,Q_RecaptchaStatus
1/29/2026 5:51,1/29/2026 6:35,4,2624,FALSE,2/5/2026 5:51,R_2KuTG1wujmGfVPH,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 5:53,1/29/2026 5:54,6,76,FALSE,2/5/2026 5:53,R_2hEL113q7sTZFtJ,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 5:59,1/29/2026 6:01,6,90,FALSE,2/5/2026 5:59,R_2Qmgt4zXafuVxuP,anonymous,EN,0.8999999761581421,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 6:04,1/29/2026 6:06,1,100,FALSE,2/5/2026 6:04,R_2s7hmg0ivEitSmo,anonymous,EN,0.800000012,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 6:24,1/29/2026 6:25,6,49,FALSE,2/5/2026 6:24,R_2xDi1t1bTPN7Tm9,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 6:27,1/29/2026 6:33,35,368,FALSE,2/5/2026 6:27,R_8TRdKGX43B0yWDs,anonymous,EN,0.4000000059604645,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,1 = very dishonest,5 = very sincere,1 = very unethical,1 = very unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reported researcher (H),,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 6:35,1/29/2026 6:36,6,92,FALSE,2/5/2026 6:35,R_2IgiFoMpE4fEwaQ,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 7:14,1/29/2026 7:15,1,29,FALSE,2/5/2026 7:14,R_8r1fyZ15XzcSINj,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 7:16,1/29/2026 7:18,8,70,FALSE,2/5/2026 7:16,R_2y1tC5vNsutRKlP,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,,,,,,,complete
1/29/2026 7:26,1/29/2026 7:30,79,230,FALSE,2/5/2026 7:26,R_8TFs1EwbO1gmKMD,anonymous,EN,1,"Yes, I consent",4 = somewhat honest,3 = neither sincere nor insincere,2 = somewhat unethical,5 = very likeable,5 = very approachable,5 = very confident the findings are true,4 = somewhat honest,1 = very insincere,4 = somewhat ethical,1 = very unlikeable,2 = somewhat unapproachable,,,,,,,,,,5 = very honest,5 = very sincere,3 = neither ethical nor unethical,5 = very likeable,5 = very approachable,5 = very confident the findings are true,3 = neither honest nor dishonest,5 = very sincere,4 = somewhat ethical,4 = somewhat likeable,5 = very approachable,reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),5 = very honest,1 = very insincere,5 = very ethical,5 = very likeable,5 = very approachable,4 = somewhat confident the findings are true,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reported researcher (X),reported researcher (X),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reported researcher (X),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reported researcher (X),Strongly agree,,,,,,,complete
1/29/2026 7:28,1/29/2026 8:23,6,3298,FALSE,2/5/2026 7:28,R_8PYzrEM6miFKJ0U,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 7:48,1/29/2026 7:59,36,673,FALSE,2/5/2026 7:48,R_8uPp1IZjkfedMSC,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 = neither honest nor dishonest,2 = somewhat insincere,2 = somewhat unethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,2 = somewhat dishonest,2 = somewhat insincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,3 = neither approachable nor unapproachable,reported researcher (X),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reported researcher (X),reported researcher (X),reported researcher (X),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,,,,,,,complete
1/29/2026 8:20,1/29/2026 8:21,6,65,FALSE,2/5/2026 8:20,R_8N1VQv8Fx0o0o6E,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 8:20,1/29/2026 8:38,93,1069,FALSE,2/5/2026 8:20,R_8Nd2yiXEh3ytNE5,anonymous,EN,1,"Yes, I consent",3 = neither honest nor dishonest,4 = somewhat sincere,3 = neither ethical nor unethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,3 = could go either way,4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reported researcher (K),reporting researcher (S),reporting researcher (S),2 = somewhat dishonest,2 = somewhat insincere,1 = very unethical,1 = very unlikeable,2 = somewhat unapproachable,3 = could go either way,2 = somewhat dishonest,2 = somewhat insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reported researcher (H),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reporting researcher (F),reported researcher (H),reported researcher (H),reported researcher (H),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,3 = could go either way,1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,reported researcher (X),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reported researcher (X),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),Somewhat disagree,Female,,,,,,complete
1/29/2026 8:44,1/29/2026 8:53,6,526,FALSE,2/5/2026 8:44,R_2MESKQRH9GNQYDz,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 9:31,1/29/2026 11:26,51,6927,FALSE,2/5/2026 9:31,R_8OZrwVCo4H76TSG,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,4 = somewhat approachable,2 = somewhat confident the findings are false,2 = somewhat dishonest,3 = neither sincere nor insincere,4 = somewhat ethical,4 = somewhat likeable,2 = somewhat unapproachable,,,,,,,,,,2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,3 = neither approachable nor unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,3 = neither sincere nor insincere,2 = somewhat unethical,2 = somewhat unlikeable,4 = somewhat approachable,neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reported researcher (X),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reported researcher (X),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,,,,,,,complete
1/29/2026 9:36,1/29/2026 9:38,7,88,FALSE,2/5/2026 9:36,R_2jwi6U50VdF1Yq1,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,,complete
1/29/2026 10:32,1/29/2026 10:32,5,28,FALSE,2/5/2026 10:32,R_8BeQKBk5iPi9rAQ,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
1/29/2026 10:51,1/29/2026 11:14,79,1414,FALSE,2/5/2026 10:51,R_2DJ31jt9gUnjFr8,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,4 = somewhat honest,4 = somewhat sincere,3 = neither ethical nor unethical,3 = neither likeable nor unlikeable,4 = somewhat approachable,,,,,,,,,,Somewhat disagree,,,,,,,complete
1/29/2026 11:10,1/29/2026 11:11,7,80,FALSE,2/5/2026 11:10,R_8Pde2I8kgr9V1ft,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 1:18,2/2/2026 1:20,8,135,FALSE,2/9/2026 1:18,R_8WZPICpxoAUZ1Dt,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,,complete
2/2/2026 1:45,2/2/2026 1:46,7,84,FALSE,2/9/2026 1:45,R_24tnRzwZkgbgASZ,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 1:47,2/2/2026 2:01,99,805,FALSE,2/9/2026 1:47,R_2imrULd5BYMpse0,anonymous,EN,0.8999999761581421,"Yes, I consent",4 = somewhat honest,4 = somewhat sincere,4 = somewhat ethical,4 = somewhat likeable,4 = somewhat approachable,3 = could go either way,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (S),reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),5 = very honest,4 = somewhat sincere,5 = very ethical,5 = very likeable,5 = very approachable,5 = very confident the findings are true,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reported researcher (H),reported researcher (H),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (Y),reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,Male,,Bachelor’s Degree,36,Ghana,English,complete
2/2/2026 2:26,2/2/2026 2:31,5,316,FALSE,2/9/2026 2:26,R_2gjRNDBya4DzcuS,anonymous,EN,0.5,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 2:29,2/2/2026 2:36,49,414,FALSE,2/9/2026 2:29,R_2yvZtbXmCfp2e53,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,reporting researcher (F),reporting researcher (F),reported researcher (H),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,5 = very honest,5 = very sincere,5 = very ethical,5 = very likeable,5 = very approachable,,,,,,,,,,,,,,,,,complete
2/2/2026 2:47,2/2/2026 2:50,14,168,FALSE,2/9/2026 2:47,R_8p9mRNOkZKxzefY,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 2:51,2/2/2026 2:53,14,101,FALSE,2/9/2026 2:51,R_2mEGC4JicgxSIXI,anonymous,EN,1,"Yes, I consent",2 = somewhat dishonest,2 = somewhat insincere,2 = somewhat unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,2 = somewhat confident the findings are false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 2:59,2/2/2026 3:01,7,142,FALSE,2/9/2026 2:59,R_2eIV2QdRikQyKYP,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 3:17,2/2/2026 3:18,7,44,FALSE,2/9/2026 3:17,R_8osJIJtAr6IXlyp,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 3:19,2/2/2026 3:20,6,57,FALSE,2/9/2026 3:19,R_2txlycngUzS7IqJ,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,,complete
2/2/2026 3:25,2/2/2026 3:26,5,28,FALSE,2/9/2026 3:26,R_2GZeSVjgZhKrlgW,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 3:30,2/2/2026 3:42,14,759,FALSE,2/9/2026 3:30,R_2JFpv69z6O1EVzk,anonymous,EN,1,"Yes, I consent",5 = very honest,5 = very sincere,3 = neither ethical nor unethical,4 = somewhat likeable,3 = neither approachable nor unapproachable,5 = very confident the findings are true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 4:10,2/2/2026 4:16,6,343,FALSE,2/9/2026 4:10,R_8IS1RXYndIrunjB,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
2/2/2026 4:52,2/2/2026 4:55,6,182,FALSE,2/9/2026 4:52,R_20C2EEIypDYWe8p,anonymous,EN,1,"Yes, I consent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat disagree,,,,,,,complete
2/2/2026 5:09,2/2/2026 5:13,21,241,FALSE,2/9/2026 5:09,R_8I0reFGbinku2i5,anonymous,EN,1,"Yes, I consent",1 = very dishonest,2 = somewhat insincere,1 = very unethical,1 = very unlikeable,2 = somewhat unapproachable,3 = could go either way,5 = very honest,5 = very sincere,4 = somewhat ethical,5 = very likeable,4 = somewhat approachable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,complete
3/3/2026 13:15,3/3/2026 13:25,100,566,TRUE,3/3/2026 13:25,R_2QLVaDGYK7XERhF,anonymous,EN,1,"Yes, I consent",1 = very dishonest,2 = somewhat insincere,2 = somewhat unethical,1 = very unlikeable,1 = very unapproachable,2 = somewhat confident the findings are false,1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,1 = very unapproachable,reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),reported researcher (K),neither reported (K) nor reporting researcher (S),1 = very dishonest,1 = very insincere,3 = neither ethical nor unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,1 = very dishonest,3 = neither sincere nor insincere,2 = somewhat unethical,1 = very unlikeable,1 = very unapproachable,reported researcher (H),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),neither reported (H) nor reporting researcher (F),reported researcher (H),reported researcher (H),reported researcher (H),reported researcher (H),neither reported (H) nor reporting researcher (F),1 = very dishonest,2 = somewhat insincere,2 = somewhat unethical,1 = very unlikeable,1 = very unapproachable,1 = very confident the findings are false,1 = very dishonest,1 = very insincere,2 = somewhat unethical,1 = very unlikeable,1 = very unapproachable,reported researcher (X),neither reported (X) nor reporting researcher (Y),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),reported researcher (X),strongly disagree,Male,,Some High School,20,Ghana ,English ,complete
3/3/2026 13:50,3/3/2026 14:02,100,735,TRUE,3/3/2026 14:02,R_2RlOu0WtijBPWCq,anonymous,EN,0.800000012,"Yes, I consent",1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,5 = very honest,4 = somewhat sincere,5 = very ethical,4 = somewhat likeable,5 = very approachable,reporting researcher (S),neither reported (K) nor reporting researcher (S),neither reported (K) nor reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),reporting researcher (S),1 = very dishonest,1 = very insincere,1 = very unethical,2 = somewhat unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,4 = somewhat honest,5 = very sincere,5 = very ethical,4 = somewhat likeable,4 = somewhat approachable,reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),reporting researcher (F),1 = very dishonest,1 = very insincere,1 = very unethical,1 = very unlikeable,2 = somewhat unapproachable,1 = very confident the findings are false,5 = very honest,4 = somewhat sincere,5 = very ethical,5 = very likeable,4 = somewhat approachable,neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),neither reported (X) nor reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),reporting researcher (Y),Somewhat disagree,Male,,Bachelor’s Degree,33,Ghana ,"English , Twi ",complete
